,0
1130,"coudl,could,"
1131,cloud
1132,"councellor,councillor,"
1133,"counselor,"
1134,councilor
1135,"councellors,councillors,"
1136,"counselors,"
1137,councilors
1138,"counries,countries"
1139,"countains,contains"
1140,"countires,countries"
1141,"coururier,courier,"
1142,couturier
1143,"coverted,converted,"
1144,"covered,"
1145,coveted
1146,"cpoy,coy,"
1147,copy
1148,"creaeted,created"
1149,"creche,crÃ¨che"
1150,"creedence,credence"
1151,"critereon,criterion"
1152,"criterias,criteria"
1153,"criticists,critics"
1154,"critising,criticising,"
1155,criticizing
1156,"critisising,criticising"
1157,"critisism,criticism"
1158,"critisisms,criticisms"
1159,"critisize,criticise,"
1160,criticize
1161,"critisized,criticised,"
1162,criticized
1163,"critisizes,criticises,"
1164,criticizes
1165,"critisizing,criticising,"
1166,criticizing
1167,"critized,criticized"
1168,"critizing,criticizing"
1169,"crockodiles,crocodiles"
1170,"crowm,crown"
1171,"crtical,critical"
1172,"crticised,criticised"
1173,"crucifiction,crucifixion"
1174,"crusies,cruises"
1175,"crutial,crucial"
1176,"crystalisation,crystallisation"
1177,"culiminating,culminating"
1178,"cumulatative,cumulative"
1179,"curch,church"
1180,"curcuit,circuit"
1181,"currenly,currently"
1182,"curriculem,curriculum"
1183,"cxan,cyan"
1184,"cyclinder,cylinder"
1185,"dacquiri,daiquiri"
1186,"daed,dead"
1187,"dael,deal,"
1188,"dial,"
1189,dahl
1190,"dalmation,dalmatian"
1191,"damenor,demeanor"
1192,"dammage,damage"
1193,"Dardenelles,Dardanelles"
1194,"daugher,daughter"
1195,"debateable,debatable"
1196,"decendant,descendant"
1197,"decendants,descendants"
1198,"decendent,descendant"
1199,"decendents,descendants"
1200,"decideable,decidable"
1201,"decidely,decidedly"
1202,"decieved,deceived"
1203,"decison,decision"
1204,"decomissioned,decommissioned"
1205,"decomposit,decompose"
1206,"decomposited,decomposed"
1207,"decompositing,decomposing"
1208,"decomposits,decomposes"
1209,"decress,decrees"
1210,"decribe,describe"
1211,"decribed,described"
1212,"decribes,describes"
1213,"decribing,describing"
1214,"dectect,detect"
1215,"defendent,defendant"
1216,"defendents,defendants"
1217,"deffensively,defensively"
1218,"deffine,define"
1219,"deffined,defined"
1220,"definance,defiance"
1221,"definate,definite"
1222,"definately,definitely"
1223,"definatly,definitely"
1224,"definetly,definitely"
1225,"definining,defining"
1226,"definit,definite"
1227,"definitly,definitely"
1228,"definiton,definition"
1229,"defintion,definition"
1230,"degrate,degrade"
1231,"delagates,delegates"
1232,"delapidated,dilapidated"
1233,"delerious,delirious"
1234,"delevopment,development"
1235,"deliberatly,deliberately"
1236,"delusionally,delusively"
1237,"demenor,demeanor"
1238,"demographical,demographic"
1239,"demolision,demolition"
1240,"demorcracy,democracy"
1241,"demostration,demonstration"
1242,"denegrating,denigrating"
1243,"densly,densely"
1244,"deparment,department"
1245,"deparmental,departmental"
1246,"deparments,departments"
1247,"dependance,dependence"
1248,"dependancy,dependency"
1249,"deram,dram,"
1250,dream
1251,"deriviated,derived"
1252,"derivitive,derivative"
1253,"derogitory,derogatory"
1254,"descendands,descendants"
1255,"descibed,described"
1256,"descision,decision"
1257,"descisions,decisions"
1258,"descriibes,describes"
1259,"descripters,descriptors"
1260,"descripton,description"
1261,"desctruction,destruction"
1262,"descuss,discuss"
1263,"desgined,designed"
1264,"deside,decide"
1265,"desigining,designing"
1266,"desinations,destinations"
1267,"desintegrated,disintegrated"
1268,"desintegration,disintegration"
1269,"desireable,desirable"
1270,"desitned,destined"
1271,"desktiop,desktop"
1272,"desorder,disorder"
1273,"desoriented,disoriented"
1274,"desparate,desperate,"
1275,disparate
1276,"despict,depict"
1277,"despiration,desperation"
1278,"dessicated,desiccated"
1279,"dessigned,designed"
1280,"destablized,destabilized"
1281,"destory,destroy"
1282,"detailled,detailed"
1283,"detatched,detached"
1284,"deteoriated,deteriorated"
1285,"deteriate,deteriorate"
1286,"deterioriating,deteriorating"
1287,"determinining,determining"
1288,"detremental,detrimental"
1289,"devasted,devastated"
1290,"develope,develop"
1291,"developement,development"
1292,"developped,developed"
1293,"develpment,development"
1294,"devels,delves"
1295,"devestated,devastated"
1296,"devestating,devastating"
1297,"devide,divide"
1298,"devided,divided"
1299,"devistating,devastating"
1300,"devolopement,development"
1301,"diablical,diabolical"
1302,"diamons,diamonds"
1303,"diaster,disaster"
1304,"dichtomy,dichotomy"
1305,"diconnects,disconnects"
1306,"dicover,discover"
1307,"dicovered,discovered"
1308,"dicovering,discovering"
1309,"dicovers,discovers"
1310,"dicovery,discovery"
1311,"dictionarys,dictionaries"
1312,"dicussed,discussed"
1313,"diea,idea,"
1314,die
1315,"dieing,dying,"
1316,dyeing
1317,"dieties,deities"
1318,"diety,deity"
1319,"diferent,different"
1320,"diferrent,different"
1321,"differentiatiations,differentiations"
1322,"differnt,different"
1323,"difficulity,difficulty"
1324,"diffrent,different"
1325,"dificulties,difficulties"
1326,"dificulty,difficulty"
1327,"dimenions,dimensions"
1328,"dimention,dimension"
1329,"dimentional,dimensional"
1330,"dimentions,dimensions"
1331,"dimesnional,dimensional"
1332,"diminuitive,diminutive"
1333,"dimunitive,diminutive"
1334,"diosese,diocese"
1335,"diphtong,diphthong"
1336,"diphtongs,diphthongs"
1337,"diplomancy,diplomacy"
1338,"dipthong,diphthong"
1339,"dipthongs,diphthongs"
1340,"directoty,directory"
1341,"dirived,derived"
1342,"disagreeed,disagreed"
1343,"disapeared,disappeared"
1344,"disapointing,disappointing"
1345,"disappearred,disappeared"
1346,"disaproval,disapproval"
1347,"disasterous,disastrous"
1348,"disatisfaction,dissatisfaction"
1349,"disatisfied,dissatisfied"
1350,"disatrous,disastrous"
1351,"discontentment,discontent"
1352,"discribe,describe"
1353,"discribed,described"
1354,"discribes,describes"
1355,"discribing,describing"
1356,"disctinction,distinction"
1357,"disctinctive,distinctive"
1358,"disemination,dissemination"
1359,"disenchanged,disenchanted"
1360,"disiplined,disciplined"
1361,"disobediance,disobedience"
1362,"disobediant,disobedient"
1363,"disolved,dissolved"
1364,"disover,discover"
1365,"dispair,despair"
1366,"disparingly,disparagingly"
1367,"dispence,dispense"
1368,"dispenced,dispensed"
1369,"dispencing,dispensing"
1370,"dispicable,despicable"
1371,"dispite,despite"
1372,"dispostion,disposition"
1373,"disproportiate,disproportionate"
1374,"disputandem,disputandum"
1375,"disricts,districts"
1376,"dissagreement,disagreement"
1377,"dissapear,disappear"
1378,"dissapearance,disappearance"
1379,"dissapeared,disappeared"
1380,"dissapearing,disappearing"
1381,"dissapears,disappears"
1382,"dissappear,disappear"
1383,"dissappears,disappears"
1384,"dissappointed,disappointed"
1385,"dissarray,disarray"
1386,"dissobediance,disobedience"
1387,"dissobediant,disobedient"
1388,"dissobedience,disobedience"
1389,"dissobedient,disobedient"
1390,"distiction,distinction"
1391,"distingish,distinguish"
1392,"distingished,distinguished"
1393,"distingishes,distinguishes"
1394,"distingishing,distinguishing"
1395,"distingquished,distinguished"
1396,"distrubution,distribution"
1397,"distruction,destruction"
1398,"distructive,destructive"
1399,"ditributed,distributed"
1400,"diversed,diverse,"
1401,diverged
1402,"divice,device"
1403,"divinition,divination"
1404,"divison,division"
1405,"divisons,divisions"
1406,"dum,dumb"
1407,"doccument,document"
1408,"doccumented,documented"
1409,"doccuments,documents"
1410,"docrines,doctrines"
1411,"doctines,doctrines"
1412,"documenatry,documentary"
1413,"doens,does"
1414,"doign,doing"
1415,"dominaton,domination"
1416,"dominent,dominant"
1417,"dominiant,dominant"
1418,"donig,doing"
1419,"doub,doubt,"
1420,daub
1421,"doulbe,double"
1422,"dowloads,downloads"
1423,"dramtic,dramatic"
1424,"draughtman,draughtsman"
1425,"Dravadian,Dravidian"
1426,"dreasm,dreams"
1427,"driectly,directly"
1428,"drnik,drink"
1429,"druming,drumming"
1430,"drummless,drumless"
1431,"dupicate,duplicate"
1432,"durig,during"
1433,"durring,during"
1434,"duting,during"
1435,"dyas,dryas"
1436,"eahc,each"
1437,"ealier,earlier"
1438,"earlies,earliest"
1439,"earnt,earned"
1440,"ecclectic,eclectic"
1441,"eceonomy,economy"
1442,"ecidious,deciduous"
1443,"eclispe,eclipse"
1444,"ecomonic,economic"
1445,"econoÄ±mic,economic"
1446,"econoimic,economic"
1447,"ect,etc"
1448,"eearly,early"
1449,"efel,evil"
1450,"effeciency,efficiency"
1451,"effecient,efficient"
1452,"effeciently,efficiently"
1453,"efficency,efficiency"
1454,"efficent,efficient"
1455,"efficently,efficiently"
1456,"efford,effort,"
1457,afford
1458,"effords,efforts,"
1459,affords
1460,"effulence,effluence"
1461,"eigth,eighth,"
1462,eight
1463,"eiter,either"
1464,"elction,election"
1465,"electic,eclectic,"
1466,electric
1467,"electon,election,"
1468,electron
1469,"electrial,electrical"
1470,"electricly,electrically"
1471,"electricty,electricity"
1472,"elementay,elementary"
1473,"eleminated,eliminated"
1474,"eleminating,eliminating"
1475,"eles,eels"
1476,"eletricity,electricity"
1477,"elicided,elicited"
1478,"eligable,eligible"
1479,"elimentary,elementary"
1480,"ellected,elected"
1481,"elphant,elephant"
1482,"embarass,embarrass"
1483,"embarassed,embarrassed"
1484,"embarassing,embarrassing"
1485,"embarassment,embarrassment"
1486,"embargos,embargoes"
1487,"embarras,embarrass"
1488,"embarrased,embarrassed"
1489,"embarrasing,embarrassing"
1490,"embarrasment,embarrassment"
1491,"embezelled,embezzled"
1492,"emblamatic,emblematic"
1493,"eminate,emanate"
1494,"eminated,emanated"
1495,"emision,emission"
1496,"emited,emitted"
1497,"emiting,emitting"
1498,"emition,emission,"
1499,emotion
1500,"emmediately,immediately"
1501,"emmigrated,emigrated,"
1502,immigrated
1503,"emminent,eminent,"
1504,imminent
1505,"emminently,eminently"
1506,"emmisaries,emissaries"
1507,"emmisarries,emissaries"
1508,"emmisarry,emissary"
1509,"emmisary,emissary"
1510,"emmision,emission"
1511,"emmisions,emissions"
1512,"emmited,emitted"
1513,"emmiting,emitting"
1514,"emmitted,emitted"
1515,"emmitting,emitting"
1516,"emnity,enmity"
1517,"emperical,empirical"
1518,"emphaised,emphasised"
1519,"emphsis,emphasis"
1520,"emphysyma,emphysema"
1521,"empirial,empirical,"
1522,imperial
1523,"emporer,emperor"
1524,"emprisoned,imprisoned"
1525,"enameld,enameled"
1526,"enchancement,enhancement"
1527,"encouraing,encouraging"
1528,"encryptiion,encryption"
1529,"encylopedia,encyclopedia"
1530,"endevors,endeavors"
1531,"endevour,endeavour"
1532,"endig,ending"
1533,"endolithes,endoliths"
1534,"enduce,induce"
1535,"ened,need"
1536,"enforceing,enforcing"
1537,"engagment,engagement"
1538,"engeneer,engineer"
1539,"engeneering,engineering"
1540,"engieneer,engineer"
1541,"engieneers,engineers"
1542,"enlargment,enlargement"
1543,"enlargments,enlargements"
1544,"Enlish,English,"
1545,enlist
1546,"enourmous,enormous"
1547,"enourmously,enormously"
1548,"ensconsed,ensconced"
1549,"entaglements,entanglements"
1550,"enteratinment,entertainment"
1551,"enthusiatic,enthusiastic"
1552,"entitity,entity"
1553,"entitlied,entitled"
1554,"entrepeneur,entrepreneur"
1555,"entrepeneurs,entrepreneurs"
1556,"enviorment,environment"
1557,"enviormental,environmental"
1558,"enviormentally,environmentally"
1559,"enviorments,environments"
1560,"enviornment,environment"
1561,"enviornmental,environmental"
1562,"enviornmentalist,environmentalist"
1563,"enviornmentally,environmentally"
1564,"enviornments,environments"
1565,"enviroment,environment"
1566,"enviromental,environmental"
1567,"enviromentalist,environmentalist"
1568,"enviromentally,environmentally"
1569,"enviroments,environments"
1570,"envolutionary,evolutionary"
1571,"envrionments,environments"
1572,"enxt,next"
1573,"epidsodes,episodes"
1574,"epsiode,episode"
1575,"equialent,equivalent"
1576,"equalibrium,equilibrium"
1577,"equelibrium,equilibrium"
1578,"equilibium,equilibrium"
1579,"equilibrum,equilibrium"
1580,"equiped,equipped"
1581,"equippment,equipment"
1582,"equitorial,equatorial"
1583,"equivelant,equivalent"
1584,"equivelent,equivalent"
1585,"equivilant,equivalent"
1586,"equivilent,equivalent"
1587,"equivlalent,equivalent"
1588,"erally,orally,"
1589,really
1590,"eratic,erratic"
1591,"eratically,erratically"
1592,"eraticly,erratically"
1593,"erested,arrested,"
1594,erected
1595,"errupted,erupted"
1596,"esential,essential"
1597,"esitmated,estimated"
1598,"esle,else"
1599,"especialy,especially"
1600,"essencial,essential"
1601,"essense,essence"
1602,"essentail,essential"
1603,"essentialy,essentially"
1604,"essentual,essential"
1605,"essesital,essential"
1606,"estabishes,establishes"
1607,"establising,establishing"
1608,"ethnocentricm,ethnocentrism"
1609,"ethose,those,"
1610,ethos
1611,"Europian,European"
1612,"Europians,Europeans"
1613,"Eurpean,European"
1614,"Eurpoean,European"
1615,"evenhtually,eventually"
1616,"eventally,eventually"
1617,"eventhough,even"
1618,though
1619,"eventially,eventually"
1620,"eventualy,eventually"
1621,"everthing,everything"
1622,"everytime,every"
1623,time
1624,"everyting,everything"
1625,"eveyr,every"
1626,"evidentally,evidently"
1627,"exagerate,exaggerate"
1628,"exagerated,exaggerated"
1629,"exagerates,exaggerates"
1630,"exagerating,exaggerating"
1631,"exagerrate,exaggerate"
1632,"exagerrated,exaggerated"
1633,"exagerrates,exaggerates"
1634,"exagerrating,exaggerating"
1635,"examinated,examined"
1636,"exampt,exempt"
1637,"exapansion,expansion"
1638,"excact,exact"
1639,"excange,exchange"
1640,"excecute,execute"
1641,"excecuted,executed"
1642,"excecutes,executes"
1643,"excecuting,executing"
1644,"excecution,execution"
1645,"excedded,exceeded"
1646,"excelent,excellent"
1647,"excell,excel"
1648,"excellance,excellence"
1649,"excellant,excellent"
1650,"excells,excels"
1651,"excercise,exercise"
1652,"exchanching,exchanging"
1653,"excisted,existed"
1654,"exculsivly,exclusively"
1655,"execising,exercising"
1656,"exection,execution"
1657,"exectued,executed"
1658,"exeedingly,exceedingly"
1659,"exelent,excellent"
1660,"exellent,excellent"
1661,"exemple,example"
1662,"exept,except"
1663,"exeptional,exceptional"
1664,"exerbate,exacerbate"
1665,"exerbated,exacerbated"
1666,"exerciese,exercises"
1667,"exerpt,excerpt"
1668,"exerpts,excerpts"
1669,"exersize,exercise"
1670,"exerternal,external"
1671,"exhalted,exalted"
1672,"exhibtion,exhibition"
1673,"exibition,exhibition"
1674,"exibitions,exhibitions"
1675,"exicting,exciting"
1676,"exinct,extinct"
1677,"existance,existence"
1678,"existant,existent"
1679,"existince,existence"
1680,"exliled,exiled"
1681,"exludes,excludes"
1682,"exmaple,example"
1683,"exonorate,exonerate"
1684,"exoskelaton,exoskeleton"
1685,"expalin,explain"
1686,"expatriot,expatriate"
1687,"expeced,expected"
1688,"expecially,especially"
1689,"expeditonary,expeditionary"
1690,"expeiments,experiments"
1691,"expell,expel"
1692,"expells,expels"
1693,"experiance,experience"
1694,"experianced,experienced"
1695,"expiditions,expeditions"
1696,"expierence,experience"
1697,"explaination,explanation"
1698,"explaning,explaining"
1699,"explictly,explicitly"
1700,"exploititive,exploitative"
1701,"explotation,exploitation"
1702,"expropiated,expropriated"
1703,"expropiation,expropriation"
1704,"exressed,expressed"
1705,"extemely,extremely"
1706,"extention,extension"
1707,"extentions,extensions"
1708,"extered,exerted"
1709,"extermist,extremist"
1710,"extint,extinct,"
1711,extant
1712,"extradiction,extradition"
1713,"extraterrestial,extraterrestrial"
1714,"extraterrestials,extraterrestrials"
1715,"extravagent,extravagant"
1716,"extrememly,extremely"
1717,"extremeophile,extremophile"
1718,"extremly,extremely"
1719,"extrordinarily,extraordinarily"
1720,"extrordinary,extraordinary"
1721,"eyar,year,"
1722,eyas
1723,"eyars,years,"
1724,eyas
1725,"eyasr,years,"
1726,eyas
1727,"faciliate,facilitate"
1728,"faciliated,facilitated"
1729,"faciliates,facilitates"
1730,"facilites,facilities"
1731,"facillitate,facilitate"
1732,"facinated,fascinated"
1733,"facist,fascist"
1734,"familes,families"
1735,"familliar,familiar"
1736,"famoust,famous"
1737,"fanatism,fanaticism"
1738,"Farenheit,Fahrenheit"
1739,"fatc,fact"
1740,"faught,fought"
1741,"favoutrable,favourable"
1742,"feasable,feasible"
1743,"Febuary,February"
1744,"Feburary,February"
1745,"fedreally,federally"
1746,"femminist,feminist"
1747,"feromone,pheromone"
1748,"fertily,fertility"
1749,"fianite,finite"
1750,"fianlly,finally"
1751,"ficticious,fictitious"
1752,"fictious,fictitious"
1753,"fidn,find"
1754,"fiel,feel,"
1755,"field,"
1756,"file,"
1757,phial
1758,"fiels,feels,"
1759,"fields,"
1760,"files,"
1761,phials
1762,"fiercly,fiercely"
1763,"fightings,fighting"
1764,"filiament,filament"
1765,"fimilies,families"
1766,"finacial,financial"
1767,"finaly,finally"
1768,"financialy,financially"
1769,"firends,friends"
1770,"firts,flirts,"
1771,first
1772,"fisionable,fissionable"
1773,"flamable,flammable"
1774,"flawess,flawless"
1775,"fleed,fled,"
1776,freed
1777,"Flemmish,Flemish"
1778,"florescent,fluorescent"
1779,"flourescent,fluorescent"
1780,"flourine,fluorine"
1781,"fluorish,flourish"
1782,"flourishment,flourishing"
1783,"follwoing,following"
1784,"folowing,following"
1785,"fomed,formed"
1786,"fomr,from,"
1787,form
1788,"fonetic,phonetic"
1789,"fontrier,fontier"
1790,"foootball,football"
1791,"forbad,forbade"
1792,"forbiden,forbidden"
1793,"foreward,foreword"
1794,"forfiet,forfeit"
1795,"forhead,forehead"
1796,"foriegn,foreign"
1797,"Formalhaut,Fomalhaut"
1798,"formallize,formalize"
1799,"formallized,formalized"
1800,"formaly,formally,"
1801,formerly
1802,"formelly,formerly"
1803,"formidible,formidable"
1804,"formost,foremost"
1805,"forsaw,foresaw"
1806,"forseeable,foreseeable"
1807,"fortelling,foretelling"
1808,"forunner,forerunner"
1809,"foucs,focus"
1810,"foudn,found"
1811,"fougth,fought"
1812,"foundaries,foundries"
1813,"foundary,foundry"
1814,"Foundland,Newfoundland"
1815,"fourties,forties"
1816,"fourty,forty"
1817,"fouth,fourth"
1818,"foward,forward"
1819,"Fransiscan,Franciscan"
1820,"Fransiscans,Franciscans"
1821,"freind,friend"
1822,"freindly,friendly"
1823,"frequentily,frequently"
1824,"frome,from"
1825,"fromed,formed"
1826,"froniter,frontier"
1827,"fucntion,function"
1828,"fucntioning,functioning"
1829,"fufill,fulfill"
1830,"fufilled,fulfilled"
1831,"fulfiled,fulfilled"
1832,"fullfill,fulfill"
1833,"fullfilled,fulfilled"
1834,"fundametal,fundamental"
1835,"fundametals,fundamentals"
1836,"funguses,fungi"
1837,"funtion,function"
1838,"furuther,further"
1839,"futher,further"
1840,"futhermore,furthermore"
1841,"futhroc,futhark,"
1842,futhorc
1843,"gae,game,"
1844,"Gael,"
1845,gale
1846,"galatic,galactic"
1847,"Galations,Galatians"
1848,"gallaxies,galaxies"
1849,"galvinized,galvanized"
1850,"Gameboy,Game"
1851,Boy
1852,"ganerate,generate"
1853,"ganes,games"
1854,"ganster,gangster"
1855,"garantee,guarantee"
1856,"garanteed,guaranteed"
1857,"garantees,guarantees"
1858,"gardai,gardaÃ­"
1859,"garnison,garrison"
1860,"gauarana,guaranÃ¡"
1861,"gaurantee,guarantee"
1862,"gauranteed,guaranteed"
1863,"gaurantees,guarantees"
1864,"gaurd,guard,"
1865,gourd
1866,"gaurentee,guarantee"
1867,"gaurenteed,guaranteed"
1868,"gaurentees,guarantees"
1869,"geneological,genealogical"
1870,"geneologies,genealogies"
1871,"geneology,genealogy"
1872,"generaly,generally"
1873,"generatting,generating"
1874,"genialia,genitalia"
1875,"geographicial,geographical"
1876,"geometrician,geometer"
1877,"geometricians,geometers"
1878,"gerat,great"
1879,"Ghandi,Gandhi"
1880,"glamourous,glamorous"
1881,"glight,flight"
1882,"gnawwed,gnawed"
1883,"godess,goddess"
1884,"godesses,goddesses"
1885,"Godounov,Godunov"
1886,"gogin,going,"
1887,Gauguin
1888,"goign,going"
1889,"gonig,going"
1890,"Gothenberg,Gothenburg"
1891,"Gottleib,Gottlieb"
1892,"gouvener,governor"
1893,"govement,government"
1894,"govenment,government"
1895,"govenrment,government"
1896,"goverance,governance"
1897,"goverment,government"
1898,"govermental,governmental"
1899,"governer,governor"
1900,"governmnet,government"
1901,"govorment,government"
1902,"govormental,governmental"
1903,"govornment,government"
1904,"gracefull,graceful"
1905,"graet,great"
1906,"grafitti,graffiti"
1907,"gramatically,grammatically"
1908,"grammaticaly,grammatically"
1909,"grammer,grammar"
1910,"grat,great"
1911,"gratuitious,gratuitous"
1912,"greatful,grateful"
1913,"greatfully,gratefully"
1914,"greif,grief"
1915,"gridles,griddles"
1916,"gropu,group"
1917,"grwo,grow"
1918,"Guaduloupe,Guadalupe,"
1919,Guadeloupe
1920,"Guadulupe,Guadalupe,"
1921,Guadeloupe
1922,"guage,gauge"
1923,"guarentee,guarantee"
1924,"guarenteed,guaranteed"
1925,"guarentees,guarantees"
1926,"Guatamala,Guatemala"
1927,"Guatamalan,Guatemalan"
1928,"guerrila,guerrilla"
1929,"guerrilas,guerrillas"
1930,"guidence,guidance"
1931,"Guilia,Giulia"
1932,"Guilio,Giulio"
1933,"Guiness,Guinness"
1934,"Guiseppe,Giuseppe"
1935,"gunanine,guanine"
1936,"gurantee,guarantee"
1937,"guranteed,guaranteed"
1938,"gurantees,guarantees"
1939,"guttaral,guttural"
1940,"gutteral,guttural"
1941,"habaeus,habeas"
1942,"habeus,habeas"
1943,"Habsbourg,Habsburg"
1944,"haemorrage,haemorrhage"
1945,"haev,have,"
1946,heave
1947,"halarious,hilarious"
1948,"halp,help"
1949,"hapen,happen"
1950,"hapened,happened"
1951,"hapening,happening"
1952,"happend,happened"
1953,"happended,happened"
1954,"happenned,happened"
1955,"harased,harassed"
1956,"harases,harasses"
1957,"harasment,harassment"
1958,"harasments,harassments"
1959,"harassement,harassment"
1960,"harras,harass"
1961,"harrased,harassed"
1962,"harrases,harasses"
1963,"harrasing,harassing"
1964,"harrasment,harassment"
1965,"harrasments,harassments"
1966,"harrassed,harassed"
1967,"harrasses,harassed"
1968,"harrassing,harassing"
1969,"harrassment,harassment"
1970,"harrassments,harassments"
1971,"Hatian,Haitian"
1972,"haviest,heaviest"
1973,"headquarer,headquarter"
1974,"headquater,headquarter"
1975,"headquatered,headquartered"
1976,"headquaters,headquarters"
1977,"healthercare,healthcare"
1978,"heared,heard"
1979,"heathy,healthy"
1980,"Heidelburg,Heidelberg"
1981,"heigher,higher"
1982,"heirarchy,hierarchy"
1983,"heiroglyphics,hieroglyphics"
1984,"helment,helmet"
1985,"helpfull,helpful"
1986,"helpped,helped"
1987,"hemmorhage,hemorrhage"
1988,"herad,heard,"
1989,Hera
1990,"heridity,heredity"
1991,"heroe,hero"
1992,"heros,heroes"
1993,"hertiage,heritage"
1994,"hertzs,hertz"
1995,"hesistant,hesitant"
1996,"heterogenous,heterogeneous"
1997,"hieght,height"
1998,"hierachical,hierarchical"
1999,"hierachies,hierarchies"
2000,"hierachy,hierarchy"
2001,"hierarcical,hierarchical"
2002,"hierarcy,hierarchy"
2003,"hieroglph,hieroglyph"
2004,"hieroglphs,hieroglyphs"
2005,"higer,higher"
2006,"higest,highest"
2007,"higway,highway"
2008,"hillarious,hilarious"
2009,"himselv,himself"
2010,"hinderance,hindrance"
2011,"hinderence,hindrance"
2012,"hindrence,hindrance"
2013,"hipopotamus,hippopotamus"
2014,"hismelf,himself"
2015,"histocompatability,histocompatibility"
2016,"historicians,historians"
2017,"hitsingles,hit"
2018,singles
2019,"holf,hold"
2020,"holliday,holiday"
2021,"homestate,home"
2022,state
2023,"homogeneize,homogenize"
2024,"homogeneized,homogenized"
2025,"honory,honorary"
2026,"horrifing,horrifying"
2027,"hosited,hoisted"
2028,"hospitible,hospitable"
2029,"hounour,honour"
2030,"housr,hours,"
2031,house
2032,"howver,however"
2033,"hsitorians,historians"
2034,"hstory,history"
2035,"hten,then,"
2036,"hen,"
2037,the
2038,"htere,there,"
2039,here
2040,"htey,they"
2041,"htikn,think"
2042,"hting,thing"
2043,"htink,think"
2044,"htis,this"
2045,"humer,humor,"
2046,humour
2047,"humerous,humorous,"
2048,humerus
2049,"huminoid,humanoid"
2050,"humoural,humoral"
2051,"humurous,humorous"
2052,"husban,husband"
2053,"hvae,have"
2054,"hvaing,having"
2055,"hvea,have,"
2056,heave
2057,"hwihc,which"
2058,"hwile,while"
2059,"hwole,whole"
2060,"hydogen,hydrogen"
2061,"hydropile,hydrophile"
2062,"hydropilic,hydrophilic"
2063,"hydropobe,hydrophobe"
2064,"hydropobic,hydrophobic"
2065,"hygeine,hygiene"
2066,"hyjack,hijack"
2067,"hyjacking,hijacking"
2068,"hypocracy,hypocrisy"
2069,"hypocrasy,hypocrisy"
2070,"hypocricy,hypocrisy"
2071,"hypocrit,hypocrite"
2072,"hypocrits,hypocrites"
2073,"iconclastic,iconoclastic"
2074,"idaeidae,idea"
2075,"idaes,ideas"
2076,"idealogies,ideologies"
2077,"idealogy,ideology"
2078,"identicial,identical"
2079,"identifers,identifiers"
2080,"ideosyncratic,idiosyncratic"
2081,"idesa,ideas,"
2082,ides
2083,"idiosyncracy,idiosyncrasy"
2084,"Ihaca,Ithaca"
2085,"illegimacy,illegitimacy"
2086,"illegitmate,illegitimate"
2087,"illess,illness"
2088,"illiegal,illegal"
2089,"illution,illusion"
2090,"ilness,illness"
2091,"ilogical,illogical"
2092,"imagenary,imaginary"
2093,"imagin,imagine"
2094,"imaginery,imaginary,"
2095,imagery
2096,"imanent,eminent,"
2097,imminent
2098,"imcomplete,incomplete"
2099,"imediately,immediately"
2100,"imense,immense"
2101,"imigrant,emigrant,"
2102,immigrant
2103,"imigrated,emigrated,"
2104,immigrated
2105,"imigration,emigration,"
2106,immigration
2107,"iminent,eminent,"
2108,"imminent,"
2109,immanent
2110,"immediatley,immediately"
2111,"immediatly,immediately"
2112,"immidately,immediately"
2113,"immidiately,immediately"
2114,"immitate,imitate"
2115,"immitated,imitated"
2116,"immitating,imitating"
2117,"immitator,imitator"
2118,"immunosupressant,immunosuppressant"
2119,"impecabbly,impeccably"
2120,"impedence,impedance"
2121,"implamenting,implementing"
2122,"impliment,implement"
2123,"implimented,implemented"
2124,"imploys,employs"
2125,"importamt,important"
2126,"impressario,impresario"
2127,"imprioned,imprisoned"
2128,"imprisonned,imprisoned"
2129,"improvision,improvisation"
2130,"improvments,improvements"
2131,"inablility,inability"
2132,"inaccessable,inaccessible"
2133,"inadiquate,inadequate"
2134,"inadquate,inadequate"
2135,"inadvertant,inadvertent"
2136,"inadvertantly,inadvertently"
2137,"inagurated,inaugurated"
2138,"inaguration,inauguration"
2139,"inappropiate,inappropriate"
2140,"inaugures,inaugurates"
2141,"inbalance,imbalance"
2142,"inbalanced,imbalanced"
2143,"inbetween,between"
2144,"incarcirated,incarcerated"
2145,"incidentially,incidentally"
2146,"incidently,incidentally"
2147,"inclreased,increased"
2148,"includ,include"
2149,"includng,including"
2150,"incompatabilities,incompatibilities"
2151,"incompatability,incompatibility"
2152,"incompatable,incompatible"
2153,"incompatablities,incompatibilities"
2154,"incompatablity,incompatibility"
2155,"incompatiblities,incompatibilities"
2156,"incompatiblity,incompatibility"
2157,"incompetance,incompetence"
2158,"incompetant,incompetent"
2159,"incomptable,incompatible"
2160,"incomptetent,incompetent"
2161,"inconsistant,inconsistent"
2162,"incoroporated,incorporated"
2163,"incorperation,incorporation"
2164,"incorportaed,incorporated"
2165,"incorprates,incorporates"
2166,"incorruptable,incorruptible"
2167,"incramentally,incrementally"
2168,"increadible,incredible"
2169,"incredable,incredible"
2170,"inctroduce,introduce"
2171,"inctroduced,introduced"
2172,"incuding,including"
2173,"incunabla,incunabula"
2174,"indefinately,indefinitely"
2175,"indefineable,undefinable"
2176,"indefinitly,indefinitely"
2177,"indentical,identical"
